gene_id,disease_name,disease_id,score,evidence_level
11329,Melanoma metastatic,C0278883,0.4,NA
57538,Melanoma metastatic,C0278883,0.4,NA
6196,Melanoma metastatic,C0278883,0.4,NA
406892,Glomerulonephritides,C0017658,0.4,NA
406903,Glomerulonephritides,C0017658,0.4,NA
3236,Glioblastoma,C0017636,0.4,NA
90355,Glioblastoma,C0017636,0.4,NA
10221,Anaplastic Lung Carcinoma,C0345958,0.4,NA
167359,Anaplastic Lung Carcinoma,C0345958,0.4,NA
2042,Anaplastic Lung Carcinoma,C0345958,0.4,NA
2044,Anaplastic Lung Carcinoma,C0345958,0.4,NA
57538,Anaplastic Lung Carcinoma,C0345958,0.4,NA
7273,Anaplastic Lung Carcinoma,C0345958,0.4,NA
8295,Anaplastic Lung Carcinoma,C0345958,0.4,NA
84446,Anaplastic Lung Carcinoma,C0345958,0.4,NA
84700,Anaplastic Lung Carcinoma,C0345958,0.4,NA
595,"Neoplasm, Urologic",C0042076,0.4,NA
55219,Dyslipidaemia,C0242339,0.4,NA
602,Dyslipidaemia,C0242339,0.4,NA
114,"Angiopathies, Diabetic",C0011875,0.4,NA
65250,Astrocytoma,C0004114,0.4,NA
57492,Astrocytoma,C0004114,0.4,NA
60529,Lung adenocarcinoma,C0152013,0.4,NA
64969,Lung adenocarcinoma,C0152013,0.4,NA
7006,Lung adenocarcinoma,C0152013,0.4,NA
7018,Lung adenocarcinoma,C0152013,0.4,NA
79890,Lung adenocarcinoma,C0152013,0.4,NA
8048,Lung adenocarcinoma,C0152013,0.4,NA
814,Lung adenocarcinoma,C0152013,0.4,NA
84444,Lung adenocarcinoma,C0152013,0.4,NA
8761,Lung adenocarcinoma,C0152013,0.4,NA
8971,Lung adenocarcinoma,C0152013,0.4,NA
84966,"Neoplasm, Bladder",C0005695,0.4,NA
8836,"Neoplasm, Bladder",C0005695,0.4,NA
9649,"Neoplasm, Bladder",C0005695,0.4,NA
341568,"Neoplasm, Bladder",C0005695,0.4,NA
3670,"Neoplasm, Bladder",C0005695,0.4,NA
513,"Neoplasm, Bladder",C0005695,0.4,NA
51479,"Neoplasm, Bladder",C0005695,0.4,NA
5092,Lung adenocarcinoma,C0152013,0.4,NA
51082,Lung adenocarcinoma,C0152013,0.4,NA
55681,Lung adenocarcinoma,C0152013,0.4,NA
5819,"Neoplasm, Bladder",C0005695,0.4,NA
8243,"Neoplasm, Bladder",C0005695,0.4,NA
2242,Lung adenocarcinoma,C0152013,0.4,NA
2618,Lung adenocarcinoma,C0152013,0.4,NA
26750,Lung adenocarcinoma,C0152013,0.4,NA
3028,Lung adenocarcinoma,C0152013,0.4,NA
3360,Lung adenocarcinoma,C0152013,0.4,NA
140767,"Neoplasm, Bladder",C0005695,0.4,NA
1463,"Neoplasm, Bladder",C0005695,0.4,NA
255022,"Neoplasm, Bladder",C0005695,0.4,NA
54795,"Cardiac Death, Sudden",C0085298,0.4,NA
55800,"Cardiac Death, Sudden",C0085298,0.4,NA
471,Chronic renal disease,C1561643,0.4,NA
9368,Chronic renal disease,C1561643,0.4,NA
126806496,Chronic renal disease,C1561643,0.4,NA
158326,Chronic renal disease,C1561643,0.4,NA
253559,Astrocytoma,C0004114,0.4,NA
9948,Inflammations,C0021368,0.4,NA
10460,Gliosarcoma,C0206726,0.4,NA
2261,Gliosarcoma,C0206726,0.4,NA
115399,Glioblastoma,C0017636,0.4,NA
159989,Glioblastoma,C0017636,0.4,NA
10630,"Neoplasm, Peritoneal",C0031149,0.4,NA
1499,"Neoplasm, Peritoneal",C0031149,0.4,NA
1278,"Cirrhosis, Hepatic",C0023890,0.4,NA
1535,"Cirrhosis, Hepatic",C0023890,0.4,NA
1593,"Cirrhosis, Hepatic",C0023890,0.4,NA
169355,"Cirrhosis, Hepatic",C0023890,0.4,NA
26266,"Cirrhosis, Hepatic",C0023890,0.4,NA
6599,Lung Neoplasm,C0024121,0.4,NA
5002,Lung Neoplasm,C0024121,0.4,NA
288,Lung Neoplasm,C0024121,0.4,NA
1212,Lung Neoplasm,C0024121,0.4,NA
4016,"Cirrhosis, Hepatic",C0023890,0.4,NA
407030,"Cirrhosis, Hepatic",C0023890,0.4,NA
407031,"Cirrhosis, Hepatic",C0023890,0.4,NA
9376,"Cirrhosis, Hepatic",C0023890,0.4,NA
10400,"Cirrhosis, Hepatic",C0023890,0.4,NA
3399,COLONIC NEOPLASM,C0009375,0.4,NA
2588,Inflammations,C0021368,0.4,NA
5468,Glomerulonephritides,C0017658,0.4,NA
3630,Bladder Disease,C0005686,0.4,NA
7432,Bladder Disease,C0005686,0.4,NA
57381,COLONIC NEOPLASM,C0009375,0.4,NA
3559,Glomerulonephritides,C0017658,0.4,NA
2982,COLONIC NEOPLASM,C0009375,0.4,NA
23060,"Neoplasm, Bladder",C0005695,0.4,NA
23236,COLONIC NEOPLASM,C0009375,0.4,NA
2949,COLONIC NEOPLASM,C0009375,0.4,NA
126859,Chronic renal disease,C1561643,0.4,NA
2109,Chronic renal disease,C1561643,0.4,NA
23178,Chronic renal disease,C1561643,0.4,NA
1390,"Angiopathies, Diabetic",C0011875,0.4,NA
23178,Melanoma metastatic,C0278883,0.4,NA
2534,Melanoma metastatic,C0278883,0.4,NA
55437,Melanoma metastatic,C0278883,0.4,NA
4548,Malnutrition,C0162429,0.4,NA
2788,Esophageal Neoplasm,C0014859,0.4,NA
7052,Esophageal Neoplasm,C0014859,0.4,NA
658,Melanoma metastatic,C0278883,0.4,NA
6792,Melanoma metastatic,C0278883,0.4,NA
9149,Melanoma metastatic,C0278883,0.4,NA
2260,Gliosarcoma,C0206726,0.4,NA
4792,Gliosarcoma,C0206726,0.4,NA
6867,Gliosarcoma,C0206726,0.4,NA
8216,Gliosarcoma,C0206726,0.4,NA
1476,Glioblastoma,C0017636,0.4,NA
100048912,adult brain tumors,C0220624,0.4,NA
116844,COLONIC NEOPLASM,C0009375,0.4,NA
160140,COLONIC NEOPLASM,C0009375,0.4,NA
60487,COLONIC NEOPLASM,C0009375,0.4,NA
11172,Myelosclerosis with myeloid metaplasia,C0001815,0.4,NA
55379,Glioblastoma,C0017636,0.4,NA
64423,Glomerulonephritides,C0017658,0.4,NA
5914,Dyslipidaemia,C0242339,0.4,NA
100652770,"Cardiac Death, Sudden",C0085298,0.4,NA
8289,Astrocytoma,C0004114,0.4,NA
383,Lung adenocarcinoma,C0152013,0.4,NA
4736,Lung adenocarcinoma,C0152013,0.4,NA
4750,Lung adenocarcinoma,C0152013,0.4,NA
54433,Lung adenocarcinoma,C0152013,0.4,NA
57144,Lung adenocarcinoma,C0152013,0.4,NA
57188,Lung adenocarcinoma,C0152013,0.4,NA
407041,"Neoplasm, Bladder",C0005695,0.4,NA
4108,"Neoplasm, Bladder",C0005695,0.4,NA
43,"Neoplasm, Bladder",C0005695,0.4,NA
2091,Lung adenocarcinoma,C0152013,0.4,NA
22948,Lung adenocarcinoma,C0152013,0.4,NA
27102,Lung adenocarcinoma,C0152013,0.4,NA
27347,Lung adenocarcinoma,C0152013,0.4,NA
2986,Lung adenocarcinoma,C0152013,0.4,NA
308,Lung adenocarcinoma,C0152013,0.4,NA
3098,Lung adenocarcinoma,C0152013,0.4,NA
3645,Lung adenocarcinoma,C0152013,0.4,NA
100507500,Lung adenocarcinoma,C0152013,0.4,NA
10476,Lung adenocarcinoma,C0152013,0.4,NA
11186,Bladder Disease,C0005686,0.4,NA
7078,Bladder Disease,C0005686,0.4,NA
2186,"Neoplasm, Bladder",C0005695,0.4,NA
225689,"Neoplasm, Bladder",C0005695,0.4,NA
8711,Lung adenocarcinoma,C0152013,0.4,NA
931,Lung adenocarcinoma,C0152013,0.4,NA
9625,Lung adenocarcinoma,C0152013,0.4,NA
6173,Lung adenocarcinoma,C0152013,0.4,NA
6573,Lung adenocarcinoma,C0152013,0.4,NA
79711,Lung adenocarcinoma,C0152013,0.4,NA
81037,"Neoplasm, Bladder",C0005695,0.4,NA
81578,Cocaine dependence,C0600427,0.4,NA
6320,"Artery Stenoses, Carotid",C0007282,0.4,NA
1137,Inflammations,C0021368,0.4,NA
10746,Anaplastic Lung Carcinoma,C0345958,0.4,NA
140803,Anaplastic Lung Carcinoma,C0345958,0.4,NA
25,Anaplastic Lung Carcinoma,C0345958,0.4,NA
4750,Anaplastic Lung Carcinoma,C0345958,0.4,NA
695,Anaplastic Lung Carcinoma,C0345958,0.4,NA
8573,Anaplastic Lung Carcinoma,C0345958,0.4,NA
150468,Hypogonadism,C0020619,0.4,NA
1240,Pre Eclampsia,C0032914,0.4,NA
1050,Pre Eclampsia,C0032914,0.4,NA
6635,"Glomerulonephritides, Lupus",C0024143,0.4,NA
116285,Lung Neoplasm,C0024121,0.4,NA
8517,Lung Neoplasm,C0024121,0.4,NA
55076,Lung Neoplasm,C0024121,0.4,NA
60370,Lung Neoplasm,C0024121,0.4,NA
710,Lung Neoplasm,C0024121,0.4,NA
7306,Lung Neoplasm,C0024121,0.4,NA
79991,Lung Neoplasm,C0024121,0.4,NA
3280,Lung Neoplasm,C0024121,0.4,NA
1938,Lung Neoplasm,C0024121,0.4,NA
100313838,"Cirrhosis, Hepatic",C0023890,0.4,NA
2149,"Cirrhosis, Hepatic",C0023890,0.4,NA
406945,"Cirrhosis, Hepatic",C0023890,0.4,NA
407032,"Cirrhosis, Hepatic",C0023890,0.4,NA
408,"Cirrhosis, Hepatic",C0023890,0.4,NA
54822,"Cirrhosis, Hepatic",C0023890,0.4,NA
574506,"Cirrhosis, Hepatic",C0023890,0.4,NA
8407,"Cirrhosis, Hepatic",C0023890,0.4,NA
866,"Cirrhosis, Hepatic",C0023890,0.4,NA
9474,"Cirrhosis, Hepatic",C0023890,0.4,NA
9645,"Cirrhosis, Hepatic",C0023890,0.4,NA
2535,COLONIC NEOPLASM,C0009375,0.4,NA
781,COLONIC NEOPLASM,C0009375,0.4,NA
10269,HIV ASSOC LIPODYSTROPHY SYNDROME,C1136321,0.4,NA
1592,Esophageal Neoplasm,C0014859,0.4,NA
7170,COLONIC NEOPLASM,C0009375,0.4,NA
2596,COLONIC NEOPLASM,C0009375,0.4,NA
4129,COLONIC NEOPLASM,C0009375,0.4,NA
3306,COLONIC NEOPLASM,C0009375,0.4,NA
59,COLONIC NEOPLASM,C0009375,0.4,NA
6573,COLONIC NEOPLASM,C0009375,0.4,NA
79728,COLONIC NEOPLASM,C0009375,0.4,NA
902,COLONIC NEOPLASM,C0009375,0.4,NA
90355,COLONIC NEOPLASM,C0009375,0.4,NA
3604,COLONIC NEOPLASM,C0009375,0.4,NA
8801,Lung adenocarcinoma,C0152013,0.4,NA
8893,Lung adenocarcinoma,C0152013,0.4,NA
574455,"Neoplasm, Bladder",C0005695,0.4,NA
693124,"Neoplasm, Bladder",C0005695,0.4,NA
6157,Lung adenocarcinoma,C0152013,0.4,NA
822,Lung adenocarcinoma,C0152013,0.4,NA
57211,Lung adenocarcinoma,C0152013,0.4,NA
290,"Neoplasm, Bladder",C0005695,0.4,NA
374887,"Neoplasm, Bladder",C0005695,0.4,NA
146177,"Neoplasm, Bladder",C0005695,0.4,NA
1586,"Neoplasm, Bladder",C0005695,0.4,NA
26259,"Neoplasm, Bladder",C0005695,0.4,NA
191,Lung adenocarcinoma,C0152013,0.4,NA
1967,Lung adenocarcinoma,C0152013,0.4,NA
2358,Lung adenocarcinoma,C0152013,0.4,NA
283455,Lung adenocarcinoma,C0152013,0.4,NA
10144,Lung adenocarcinoma,C0152013,0.4,NA
10452,Lung adenocarcinoma,C0152013,0.4,NA
10769,Lung adenocarcinoma,C0152013,0.4,NA
10922,Lung adenocarcinoma,C0152013,0.4,NA
115399,Lung adenocarcinoma,C0152013,0.4,NA
130002133,Lung adenocarcinoma,C0152013,0.4,NA
3162,"Angiopathies, Diabetic",C0011875,0.4,NA
445,"Angiopathies, Diabetic",C0011875,0.4,NA
5970,"Angiopathies, Diabetic",C0011875,0.4,NA
104326055,Chronic renal disease,C1561643,0.4,NA
107982234,Chronic renal disease,C1561643,0.4,NA
129992813,Chronic renal disease,C1561643,0.4,NA
84446,Melanoma metastatic,C0278883,0.4,NA
84630,Melanoma metastatic,C0278883,0.4,NA
8536,Melanoma metastatic,C0278883,0.4,NA
9175,Melanoma metastatic,C0278883,0.4,NA
9943,Melanoma metastatic,C0278883,0.4,NA
2050,Melanoma metastatic,C0278883,0.4,NA
2984,Melanoma metastatic,C0278883,0.4,NA
3000,Melanoma metastatic,C0278883,0.4,NA
4294,Melanoma metastatic,C0278883,0.4,NA
5585,Melanoma metastatic,C0278883,0.4,NA
5587,Melanoma metastatic,C0278883,0.4,NA
57144,Melanoma metastatic,C0278883,0.4,NA
11214,Esophageal Neoplasm,C0014859,0.4,NA
1410,Esophageal Neoplasm,C0014859,0.4,NA
148867,Esophageal Neoplasm,C0014859,0.4,NA
4215,Esophageal Neoplasm,C0014859,0.4,NA
4846,Esophageal Neoplasm,C0014859,0.4,NA
56950,Esophageal Neoplasm,C0014859,0.4,NA
7171,Esophageal Neoplasm,C0014859,0.4,NA
8797,Esophageal Neoplasm,C0014859,0.4,NA
8856,Esophageal Neoplasm,C0014859,0.4,NA
115399,Dysmyelopoietic Syndrome,C3463824,0.4,NA
4567,Dysmyelopoietic Syndrome,C3463824,0.4,NA
100652846,"Cardiac Death, Sudden",C0085298,0.4,NA
2044,Astrocytoma,C0004114,0.4,NA
23462,Astrocytoma,C0004114,0.4,NA
23493,Astrocytoma,C0004114,0.4,NA
7073,Astrocytoma,C0004114,0.4,NA
346288,Gliosarcoma,C0206726,0.4,NA
387775,Glioblastoma,C0017636,0.4,NA
60487,Glioblastoma,C0017636,0.4,NA
7015,adult brain tumors,C0220624,0.4,NA
126806689,Hypogonadism,C0020619,0.4,NA
22853,Anaplastic Lung Carcinoma,C0345958,0.4,NA
545,Anaplastic Lung Carcinoma,C0345958,0.4,NA
65267,Anaplastic Lung Carcinoma,C0345958,0.4,NA
660,Anaplastic Lung Carcinoma,C0345958,0.4,NA
9113,Anaplastic Lung Carcinoma,C0345958,0.4,NA
9578,Anaplastic Lung Carcinoma,C0345958,0.4,NA
54982,Inflammations,C0021368,0.4,NA
10643,"Neoplasm, Peritoneal",C0031149,0.4,NA
7431,"Neoplasm, Peritoneal",C0031149,0.4,NA
7490,"Neoplasm, Peritoneal",C0031149,0.4,NA
1066,Malignant gastrointestinal tract tumors,C0685938,0.4,NA
3423,Lung Neoplasm,C0024121,0.4,NA
406946,Lung Neoplasm,C0024121,0.4,NA
5229,Lung Neoplasm,C0024121,0.4,NA
9592,Lung Neoplasm,C0024121,0.4,NA
10071,Lung Neoplasm,C0024121,0.4,NA
3813,"Cirrhosis, Hepatic",C0023890,0.4,NA
405,"Cirrhosis, Hepatic",C0023890,0.4,NA
59,"Cirrhosis, Hepatic",C0023890,0.4,NA
6464,"Cirrhosis, Hepatic",C0023890,0.4,NA
81622,"Cirrhosis, Hepatic",C0023890,0.4,NA
1290,"Cirrhosis, Hepatic",C0023890,0.4,NA
1815,"Cirrhosis, Hepatic",C0023890,0.4,NA
55840,Lung Neoplasm,C0024121,0.4,NA
5742,Esophageal Neoplasm,C0014859,0.4,NA
5121,COLONIC NEOPLASM,C0009375,0.4,NA
6941,COLONIC NEOPLASM,C0009375,0.4,NA
1158,COLONIC NEOPLASM,C0009375,0.4,NA
2,COLONIC NEOPLASM,C0009375,0.4,NA
4023,COLONIC NEOPLASM,C0009375,0.4,NA
675,"Neoplasm, Pancreatic",C0030297,1,NA
443,Canavan Disease,C0206307,1,NA
6606,Werdnig Hoffmann Disease,C0043116,1,NA
4089,"Neoplasm, Pancreatic",C0030297,1,NA
1956,"Neoplasm, Pancreatic",C0030297,1,NA
1029,"Neoplasm, Pancreatic",C0030297,1,NA
79728,"Neoplasm, Pancreatic",C0030297,1,NA
3630,"Neoplasm, Pancreatic",C0030297,1,NA
6794,"Neoplasm, Pancreatic",C0030297,1,NA
672,"Neoplasm, Pancreatic",C0030297,1,NA
2153,Venous Thromboembolism,C1861172,1,NA
6606,"SPINAL MUSCULAR ATROPHY, TYPE III",C0152109,1,NA
7157,"Neoplasm, Pancreatic",C0030297,1,NA
2147,Venous Thromboembolism,C1861172,1,NA
3845,"Neoplasm, Pancreatic",C0030297,1,NA
4609,"Neoplasm, Pancreatic",C0030297,1,NA
472,"Neoplasm, Pancreatic",C0030297,1,NA
6774,"Neoplasm, Pancreatic",C0030297,0.95,NA
207,"Neoplasm, Pancreatic",C0030297,0.95,NA
5728,"Neoplasm, Pancreatic",C0030297,0.95,NA
6285,Brain Injuries,C0270611,0.95,NA
3091,"Neoplasm, Pancreatic",C0030297,0.95,NA
1029,Pancreatic carcinoma,C0235974,0.95,NA
10232,"Neoplasm, Pancreatic",C0030297,0.95,NA
462,Venous Thromboembolism,C1861172,0.95,NA
1482,"Defect, Congenital Heart",C0018798,0.95,NA
1806,"Neoplasm, Pancreatic",C0030297,0.95,NA
595,"Neoplasm, Pancreatic",C0030297,0.95,NA
2956,CRC,C0009402,0.95,NA
3791,"Neoplasm, Pancreatic",C0030297,0.95,NA
7040,"Neoplasm, Pancreatic",C0030297,0.95,NA
4803,Hypertonic bladder,C0878773,0.95,NA
4221,"Neoplasm, Pancreatic",C0030297,0.9,NA
6899,"Defect, Congenital Heart",C0018798,0.9,NA
6696,"Neoplasm, Pancreatic",C0030297,0.9,NA
4318,Brain Injuries,C0270611,0.9,NA
3569,Cholangiocarcinoma,C0206698,0.9,NA
3569,Brain Injuries,C0270611,0.9,NA
5290,CRC,C0009402,0.9,NA
3565,"Neoplasm, Pancreatic",C0030297,0.9,NA
7124,Brain Injuries,C0270611,0.9,NA
7298,"Neoplasm, Pancreatic",C0030297,0.9,NA
3479,"Neoplasm, Pancreatic",C0030297,0.9,NA
6347,Brain Injuries,C0270611,0.9,NA
2247,"Neoplasm, Pancreatic",C0030297,0.9,NA
5133,Hepatitis B,C0019163,0.9,NA
7157,CRC,C0009402,0.9,NA
2056,Brain Injuries,C0270611,0.9,NA
3569,Prediabetic State,C0362046,0.9,NA
3553,Brain Injuries,C0270611,0.9,NA
4089,Pancreatic carcinoma,C0235974,0.9,NA
2626,"Defect, Congenital Heart",C0018798,0.9,NA
4851,human T cell leukemia,C0023493,0.9,NA
627,Brain Injuries,C0270611,0.9,NA
3845,Pancreatic carcinoma,C0235974,0.9,NA
3553,"Neoplasm, Pancreatic",C0030297,0.9,NA
2243,Venous Thromboembolism,C1861172,0.9,NA
2641,Prediabetic State,C0362046,0.9,NA
4072,"Neoplasm, Pancreatic",C0030297,0.9,NA
7422,Brain Injuries,C0270611,0.9,NA
6606,"SPINAL MUSCULAR ATROPHY, TYPE II",C0393538,0.9,NA
3845,Carcinoma,C0007097,0.85,NA
673,CRC,C0009402,0.85,NA
1956,Carcinoma,C0007097,0.85,NA
4089,CRC,C0009402,0.85,NA
5243,CRC,C0009402,0.85,NA
675,Pancreatic carcinoma,C0235974,0.85,NA
999,Carcinoma,C0007097,0.85,NA
4292,HNPCC,C1333990,0.85,NA
595,Carcinoma,C0007097,0.85,NA
2956,HNPCC,C1333990,0.85,NA
5743,"Neoplasm, Pancreatic",C0030297,0.85,NA
4513,CRC,C0009402,0.85,NA
5468,"Neoplasm, Pancreatic",C0030297,0.85,NA
4292,CRC,C0009402,0.85,NA
7157,Pancreatic carcinoma,C0235974,0.85,NA
23022,"Neoplasm, Pancreatic",C0030297,0.85,NA
28,"Neoplasm, Pancreatic",C0030297,0.85,NA
4893,CRC,C0009402,0.85,NA
3845,CRC,C0009402,0.85,NA
1499,CRC,C0009402,0.85,NA
1956,CARCINOMA OF ESOPHAGUS,C0152018,0.85,NA
4436,HNPCC,C1333990,0.85,NA
7515,CRC,C0009402,0.85,NA
7422,"Defect, Congenital Heart",C0018798,0.85,NA
2099,Carcinoma,C0007097,0.85,NA
324,CRC,C0009402,0.85,NA
4436,CRC,C0009402,0.85,NA
7157,CARCINOMA OF ESOPHAGUS,C0152018,0.85,NA
4851,"Defect, Congenital Heart",C0018798,0.85,NA
5395,HNPCC,C1333990,0.85,NA
324,"Neoplasm, Pancreatic",C0030297,0.85,NA
6648,"Neoplasm, Pancreatic",C0030297,0.85,NA
7048,"Neoplasm, Pancreatic",C0030297,0.85,NA
7157,Carcinoma,C0007097,0.85,NA
3670,"Defect, Congenital Heart",C0018798,0.85,NA
240,"Neoplasm, Pancreatic",C0030297,0.85,NA
672,Pancreatic carcinoma,C0235974,0.85,NA
1499,"Neoplasm, Pancreatic",C0030297,0.85,NA
8829,"Neoplasm, Pancreatic",C0030297,0.85,NA
3439,Hepatitis B,C0019163,0.85,NA
2263,Cholangiocarcinoma,C0206698,0.85,NA
673,"Neoplasm, Pancreatic",C0030297,0.85,NA
3569,Hepatitis B,C0019163,0.85,NA
3606,Hepatitis B,C0019163,0.85,NA
2064,Cholangiocarcinoma,C0206698,0.85,NA
1440,Brain Injuries,C0270611,0.85,NA
2067,"Neoplasm, Pancreatic",C0030297,0.85,NA
7124,Hepatitis B,C0019163,0.85,NA
8314,Cholangiocarcinoma,C0206698,0.85,NA
4297,Myeloid Leukemias,C0023470,0.85,NA
7124,"Neoplasm, Pancreatic",C0030297,0.85,NA
1956,Cholangiocarcinoma,C0206698,0.85,NA
5925,"Neoplasm, Pancreatic",C0030297,0.85,NA
54106,Hepatitis B,C0019163,0.85,NA
6554,Hepatitis B,C0019163,0.85,NA
2030,"Neoplasm, Pancreatic",C0030297,0.85,NA
7423,"Neoplasm, Pancreatic",C0030297,0.85,NA
3845,Cholangiocarcinoma,C0206698,0.85,NA
3458,Hepatitis B,C0019163,0.85,NA
4288,"Neoplasm, Pancreatic",C0030297,0.85,NA
3586,Hepatitis B,C0019163,0.85,NA
999,"Neoplasm, Pancreatic",C0030297,0.85,NA
3417,Cholangiocarcinoma,C0206698,0.85,NA
558,"Neoplasm, Pancreatic",C0030297,0.85,NA
9590,CRC,C0009402,0.8,NA
2657,"Defect, Congenital Heart",C0018798,0.8,NA
4624,"Defect, Congenital Heart",C0018798,0.8,NA
4772,"Defect, Congenital Heart",C0018798,0.8,NA
4153,Bacterial Infections,C0004623,0.8,NA
7098,Hepatitis B,C0019163,0.8,NA
6439,"Respiratory Distress Syndrome, Adult",C0035222,0.8,NA
4585,"Neoplasm, Pancreatic",C0030297,0.8,NA
673,Cholangiocarcinoma,C0206698,0.8,NA
648,CRC,C0009402,0.8,NA
3115,Hepatitis B,C0019163,0.8,NA
9518,Hyperemesis Gravidarum,C0020450,0.8,NA
7057,"Neoplasm, Pancreatic",C0030297,0.8,NA
5728,Carcinoma,C0007097,0.8,NA
2627,"Defect, Congenital Heart",C0018798,0.8,NA
6690,"Neoplasm, Pancreatic",C0030297,0.8,NA
196,"Neoplasm, Pancreatic",C0030297,0.8,NA
4313,"Neoplasm, Pancreatic",C0030297,0.8,NA
3480,"Neoplasm, Pancreatic",C0030297,0.8,NA
6794,"Cancer, Cervical",C4048328,0.8,NA
4233,Carcinoma,C0007097,0.8,NA
5728,Cholangiocarcinoma,C0206698,0.8,NA
301,"Neoplasm, Pancreatic",C0030297,0.8,NA
4582,"Neoplasm, Pancreatic",C0030297,0.8,NA
182,"Defect, Congenital Heart",C0018798,0.8,NA
57057,"Defect, Congenital Heart",C0018798,0.8,NA
6241,"Neoplasm, Pancreatic",C0030297,0.8,NA
7124,"Respiratory Distress Syndrome, Adult",C0035222,0.8,NA
210,Lead Poisoning,C0023176,0.8,NA
5743,Cholangiocarcinoma,C0206698,0.8,NA
2932,Brain Injuries,C0270611,0.8,NA
5624,Venous Thromboembolism,C1861172,0.8,NA
1364,"Neoplasm, Pancreatic",C0030297,0.8,NA
887,"Neoplasm, Pancreatic",C0030297,0.8,NA
6416,"Neoplasm, Pancreatic",C0030297,0.8,NA
133,"Neoplasm, Pancreatic",C0030297,0.8,NA
7099,Brain Injuries,C0270611,0.8,NA
4437,CRC,C0009402,0.8,NA
7421,Hepatitis B,C0019163,0.8,NA
8313,CRC,C0009402,0.8,NA
4318,"Neoplasm, Pancreatic",C0030297,0.8,NA
1493,"Deficiency Syndrome, Immunological",C0021051,0.8,NA
2078,Myeloid Leukemias,C0023470,0.8,NA
1890,"Neoplasm, Pancreatic",C0030297,0.8,NA
3627,Hepatitis B,C0019163,0.8,NA
4879,"Defect, Congenital Heart",C0018798,0.8,NA
7422,"Cord Injuries, Spinal",C0037929,0.8,NA
1493,Hepatitis B,C0019163,0.8,NA
545,"Neoplasm, Pancreatic",C0030297,0.8,NA
3565,Hepatitis B,C0019163,0.8,NA
1906,"Defect, Congenital Heart",C0018798,0.8,NA
3091,"Cord Injuries, Spinal",C0037929,0.8,NA
3662,human T cell leukemia,C0023493,0.8,NA
3586,"Neoplasm, Pancreatic",C0030297,0.8,NA
3440,Hepatitis B,C0019163,0.8,NA
4879,Brain Injuries,C0270611,0.75,NA
4089,Cholangiocarcinoma,C0206698,0.75,NA
2778,CRC,C0009402,0.75,NA
5329,Carcinoma,C0007097,0.75,NA
9464,"Defect, Congenital Heart",C0018798,0.75,NA
925,"Deficiency Syndrome, Immunological",C0021051,0.75,NA
91,"Neoplasm, Pancreatic",C0030297,0.75,NA
4524,"Neoplasm, Pancreatic",C0030297,0.75,NA
695,Microglioma,C0280803,0.75,NA
1499,CARCINOMA OF ESOPHAGUS,C0152018,0.75,NA
2056,KIDNEY FAILURE,C0035078,0.75,NA
4609,Carcinoma,C0007097,0.75,NA
7040,Carcinoma,C0007097,0.75,NA
1437,Carcinoma,C0007097,0.75,NA
2952,CRC,C0009402,0.75,NA
6794,Pancreatic carcinoma,C0235974,0.75,NA
51176,CRC,C0009402,0.75,NA
2122,Myeloid Leukemias,C0023470,0.75,NA
4088,CRC,C0009402,0.75,NA
7048,CRC,C0009402,0.75,NA
5241,Carcinoma,C0007097,0.75,NA
4524,KIDNEY FAILURE,C0035078,0.75,NA
1233,human T cell leukemia,C0023493,0.75,NA
54474,CRC,C0009402,0.75,NA
2100,Carcinoma,C0007097,0.75,NA
4087,CRC,C0009402,0.75,NA
4163,CRC,C0009402,0.75,NA
4320,CRC,C0009402,0.75,NA
699,CRC,C0009402,0.75,NA
58508,CRC,C0009402,0.75,NA
3458,Myeloid Leukemias,C0023470,0.75,NA
2944,CRC,C0009402,0.75,NA
6750,"Neoplasm, Pancreatic",C0030297,0.75,NA
1432,CRC,C0009402,0.75,NA
2064,CARCINOMA OF ESOPHAGUS,C0152018,0.75,NA
3605,Bronchiolitides,C0006271,0.75,NA
4072,Carcinoma,C0007097,0.75,NA
213,Cholangiocarcinoma,C0206698,0.75,NA
3113,Hepatitis B,C0019163,0.75,NA
6910,"Defect, Congenital Heart",C0018798,0.75,NA
2261,"Cancer, Cervical",C4048328,0.75,NA
3718,"Deficiency Syndrome, Immunological",C0021051,0.75,NA
3897,"Neoplasm, Pancreatic",C0030297,0.75,NA
6364,"Neoplasm, Pancreatic",C0030297,0.75,NA
7015,"Neoplasm, Pancreatic",C0030297,0.75,NA
59272,"Respiratory Distress Syndrome, Adult",C0035222,0.75,NA
79728,Pancreatic carcinoma,C0235974,0.75,NA
5243,Carcinoma,C0007097,0.75,NA
6752,"Neoplasm, Pancreatic",C0030297,0.75,NA
55294,CRC,C0009402,0.75,NA
3576,"Respiratory Distress Syndrome, Adult",C0035222,0.75,NA
1019,Carcinoma,C0007097,0.75,NA
4609,CARCINOMA OF ESOPHAGUS,C0152018,0.75,NA
8743,"Neoplasm, Pancreatic",C0030297,0.75,NA
7157,"Cancer, Cervical",C4048328,0.75,NA
54361,"OVARIAN CANCER, EPITHELIAL",C0677886,0.75,NA
472,Pancreatic carcinoma,C0235974,0.75,NA
6198,CRC,C0009402,0.75,NA
4512,CRC,C0009402,0.75,NA
5925,Carcinoma,C0007097,0.75,NA
